"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.taskname","Answer.hitcode","Answer.instrument1","Answer.instrument2","Answer.instrument3","Answer.instrument4","Answer.instrument5","Answer.misccomments","Answer.musicexperience","Answer.musicrecency","Answer.notename","Answer.pianoexperience","Answer.pianorecency","Answer.piece1heard","Answer.piece1name","Answer.piece1played","Answer.piece2heard","Answer.piece2name","Answer.piece2played","Answer.readsongname","Answer.useragent","Approve","Reject"
"2GXYQS1CSTMO7T311Z9CBEYDWGFPMS","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:09 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:09 GMT 2014","","","28ENCWYB49F9KO456WSJYNSTMJPOSG","A1SE65F2EN67HH","Submitted","Wed Feb 12 16:22:54 GMT 2014","Wed Feb 12 17:05:05 GMT 2014","Wed Feb 12 17:05:05 PST 2014","","","","2531","100% (1/1)","0% (0/0)","0% (0/0)","4_3_ucgy_v4","164034","clarinet (in school, not any more)","","","","","","9","9","f sharp","2","9","Yes","Mary Had a Little Lamb","Yes","Yes","","No","Twinkle Twinkle Little Star?","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2L13NAB6BFMF7KAMROSTTFDGNB8HU7","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:09 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:09 GMT 2014","","","258ULF395SW6FCD31YEYXJBYW3ZDRK","A3AIX82WZQZB5A","Submitted","Wed Feb 12 16:22:13 GMT 2014","Wed Feb 12 17:13:22 GMT 2014","Wed Feb 12 17:13:22 PST 2014","","","","3069","0% (0/0)","0% (0/0)","0% (0/0)","64_4_pnjq_v4","90590","","","","","","","2","9","","1","1","No","","No","No","","No","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2776AUC26DG6Z9DLCQRFU0COTLEB4X","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:09 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:09 GMT 2014","","","26QB49F9SSSHPXD7XIJTFH5FPLWSW4","A1NM7ZPZ3NH412","Submitted","Wed Feb 12 17:50:14 GMT 2014","Wed Feb 12 18:17:12 GMT 2014","Wed Feb 12 18:17:12 PST 2014","","","","1618","0% (0/0)","0% (0/0)","0% (0/0)","64_5_xwbd_v4","395154","Flute","","","","","This was really fun!! But, it did take a bit longer than 2.00 fairly compensates :)","6","9","b","2","1","No","","No","No","","No","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2F8S1CSTMOFXJ94SR7SE8DNXSYHORX","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:09 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:09 GMT 2014","","","2XDVWJ5OPB0YNCBW7HNBHEP9B5LW4T","A3FAURB3U6YND5","Submitted","Wed Feb 12 16:20:14 GMT 2014","Wed Feb 12 17:11:42 GMT 2014","Wed Feb 12 17:11:42 PST 2014","","","","3088","0% (0/0)","0% (0/0)","0% (0/0)","32_6_nmpo_v4","448083","","","","","","To clarify on my previous piano experience: I played when I was a little girl, but have not retained any of the knowledge. I'd like to get back into it one day, though! Just not with a computer keyboard...that was hard! Have a nice day. :)","7","7","","7","9","Yes","Mary Had A Little Lamb","Yes","Yes","","No","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2VYOOGQSCM6I26EGNDLU400OZ3FGG6","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:09 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:09 GMT 2014","","","2PC0COK2JE1MZLW8IGIWGOZAT2OTMV","A2TP3RDW3QWA43","Submitted","Wed Feb 12 16:22:37 GMT 2014","Wed Feb 12 16:57:02 GMT 2014","Wed Feb 12 16:57:02 PST 2014","","","","2065","0% (0/0)","0% (0/0)","0% (0/0)","2_2_vaux_v4","311925","","","","","","","2","9","","1","1","Yes","Mary had a little lamb","No","No","","No","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2OV1X3V0FK0CGGE7NWD7ZKK9UARMFL","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:09 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:09 GMT 2014","","","2LSHFL42J1LYX4NVB2D0SGFKYFMN2Y","A2TY3D71ET67NT","Submitted","Wed Feb 12 17:03:26 GMT 2014","Wed Feb 12 17:26:38 GMT 2014","Wed Feb 12 17:26:38 PST 2014","","","","1392","0% (0/0)","0% (0/0)","0% (0/0)","1_2_zrix_v4","363698","alto sax","keyboard","","","","","9","6","f sharp","1","1","Yes","mary had a little lamb","Yes","Yes","fur elise","Yes","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2G1MJUNU8LZ6J3C4EM08N8J34X32I2","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:09 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:09 GMT 2014","","","21JLFQ0ONNVR9XW5X45G1B764XUKTI","A63759KWVJ94F","Submitted","Wed Feb 12 16:22:20 GMT 2014","Wed Feb 12 16:48:05 GMT 2014","Wed Feb 12 16:48:05 PST 2014","","","","1545","0% (0/0)","0% (0/0)","0% (0/0)","32_5_sxcb_v4","101851","trumpet","","","","","Thanks!","9","3","F sharp","1","1","Yes","mary had a little lamb","Yes","No","","No","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2ALDHJHP4BDDCCGMHMJXJX3GCO2X4S","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:09 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:09 GMT 2014","","","2HOGKCCVLL3C2ZFAQ5GQEC9N7WS6WP","A9QYAH5BONH1W","Submitted","Wed Feb 12 16:20:45 GMT 2014","Wed Feb 12 16:54:44 GMT 2014","Wed Feb 12 16:54:44 PST 2014","","","","2039","0% (0/0)","0% (0/0)","0% (0/0)","32_0_dflh_v4","17081","","","","","","totally no experience in music","2","2","","1","1","No","","No","No","","No","","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"214T6YTWX4H39Y1ZD809QI6ISA62X1","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","2MU6DG67D1X3NWR897FKCJE139A9G4","AT3C00TKZK13L","Submitted","Wed Feb 12 16:20:16 GMT 2014","Wed Feb 12 17:06:54 GMT 2014","Wed Feb 12 17:06:54 PST 2014","","","","2798","100% (1/1)","0% (0/0)","0% (0/0)","8_0_gfvq_v4","458490","None","None","None","None","None","Study is too long for the pay.","2","9","None","1","1","No","Joy Ode","No","Yes","Fur Elise?","No","None","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"29D7WGKCCVLLV8MRCH8AZQ4CI6LU4X","2D3VKI62NJQ2T3ENI4HHGBKLCZ4LTT","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 20 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Wed Feb 12 16:18:10 GMT 2014","1","BatchId:1416255;","3600","28800","Wed Feb 19 16:18:10 GMT 2014","","","2GMXFCD45XCELJPGWOBIX3TG66KYWG","A357FWP7KGPP8","Submitted","Wed Feb 12 16:21:28 GMT 2014","Wed Feb 12 16:45:18 GMT 2014","Wed Feb 12 16:45:18 PST 2014","","","","1430","0% (0/0)","0% (0/0)","0% (0/0)","16_1_vrxe_v4","386649","flute","","","","","","9","9","a flat","2","9","Yes","mary had a little lamb","Yes","Yes","","Yes","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
