"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.taskname","Answer.hitcode","Answer.instrument1","Answer.instrument2","Answer.instrument3","Answer.instrument4","Answer.instrument5","Answer.misccomments","Answer.musicexperience","Answer.musicrecency","Answer.notename","Answer.pianoexperience","Answer.pianorecency","Answer.piece1heard","Answer.piece1name","Answer.piece1played","Answer.piece2heard","Answer.piece2name","Answer.piece2played","Answer.useragent","Approve","Reject"
"2Z5MHGYQ4J3N27IZOH6FYYYI2E7NAG","28EFQ0ONNVRHTGTCI97RL76NVD9ULR","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 21:59:34 GMT 2014","1","BatchId:1414012;","3600","28800","Mon Feb 17 21:59:34 GMT 2014","","","2ZV6XBAT2D5NIUZTOYH0TG5TEJ751X","A29VL3MZE7YPBZ","Submitted","Mon Feb 10 21:59:47 GMT 2014","Mon Feb 10 22:21:30 GMT 2014","Mon Feb 10 22:21:30 PST 2014","","","","1303","100% (1/1)","0% (0/0)","0% (0/0)","1_0_bwsh_v2","449978","clarient","","","","","Thanks!","6","9","Yes, but it's been forever so I don't remember.","1","1","Yes","","Yes","Yes","","Yes","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2CUPWZ9RNDWIGRDGGNE3NTGUAGDDSL","28EFQ0ONNVRHTGTCI97RL76NVD9ULR","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 21:59:34 GMT 2014","1","BatchId:1414012;","3600","28800","Mon Feb 17 21:59:34 GMT 2014","","","23VHVWAVKI62FF2QA2TZJ9QHM87PH5","A1T6EY2JB6S5ZZ","Submitted","Mon Feb 10 22:36:54 GMT 2014","Mon Feb 10 22:57:42 GMT 2014","Mon Feb 10 22:57:42 PST 2014","","","","1248","0% (0/0)","0% (0/0)","0% (0/0)","1_1_xugl_v2","335346","Bass","","","","","","8","2","","1","1","Yes","Mary Had A Little Lamb","No","No","","No","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 Safari/537.36"
"2WW4EGDHDM25D4UXWUN6REZ6XRICM7","28EFQ0ONNVRHTGTCI97RL76NVD9ULR","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 21:59:34 GMT 2014","1","BatchId:1414012;","3600","28800","Mon Feb 17 21:59:34 GMT 2014","","","2LW9F9SSSHX1TF0B1OWHFF8JKL8UY1","A2HR7ZIX42FEPG","Submitted","Mon Feb 10 22:03:15 GMT 2014","Mon Feb 10 22:30:33 GMT 2014","Mon Feb 10 22:30:33 PST 2014","","","","1638","0% (0/0)","0% (0/0)","0% (0/0)","1_2_clee_v2","147336","","","","","","","2","9","","1","1","Yes","","No","Yes","","No","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"25RZ6KW4ZMAZ9D3FUAH0YNNV0UF7G1","28EFQ0ONNVRHTGTCI97RL76NVD9ULR","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 21:59:34 GMT 2014","1","BatchId:1414012;","3600","28800","Mon Feb 17 21:59:34 GMT 2014","","","2X7SVGULF395KSIBPW6SDNYNZ8IAOV","A19BL9GZGXFWFT","Submitted","Mon Feb 10 22:02:37 GMT 2014","Mon Feb 10 22:27:41 GMT 2014","Mon Feb 10 22:27:41 PST 2014","","","","1504","0% (0/0)","0% (0/0)","0% (0/0)","1_3_rjnm_v2","496093","a little keyboard","","","","","I used to have a Casio keyboard years ago, but I never had any formal training.  I just played around by ear.","5","9","","5","9","Yes","Mary Had a Little Lamb","No","Yes","Für Elise","No","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2S5FSVGULF39XO8UWBSF23NYWWPN91","28EFQ0ONNVRHTGTCI97RL76NVD9ULR","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 21:59:34 GMT 2014","1","BatchId:1414012;","3600","28800","Mon Feb 17 21:59:34 GMT 2014","","","2VOSBRI8IUB2QQLWSCJTVB3LGCVG43","A1M03U3W99BGZ4","Submitted","Mon Feb 10 22:02:38 GMT 2014","Mon Feb 10 22:47:21 GMT 2014","Mon Feb 10 22:47:21 PST 2014","","","","2683","0% (0/0)","0% (0/0)","0% (0/0)","1_4_oyxf_v2","431771","","","","","","my pits are sweaty","2","2","no","1","1","No","no","No","No","no","No","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2MAW6NG1FS3NQJVZ7ASF9SZLBA5KYI","28EFQ0ONNVRHTGTCI97RL76NVD9ULR","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 21:59:34 GMT 2014","1","BatchId:1414012;","3600","28800","Mon Feb 17 21:59:34 GMT 2014","","","23D0XULRGNTBBZYAMSWFZ7N6IH15RT","A2M6GFFEYJ5XP","Submitted","Mon Feb 10 22:04:39 GMT 2014","Mon Feb 10 22:35:03 GMT 2014","Mon Feb 10 22:35:03 PST 2014","","","","1824","0% (0/0)","0% (0/0)","0% (0/0)","1_5_bnki_v2","424681","Turntables","","","","","Awesome!!!","9","7","","1","1","Yes","Mary had a little lamb","Yes","Yes","Beethovens 5th","No","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2A30XULRGNTBBZYAMSWFZ7N6BXW5RH","28EFQ0ONNVRHTGTCI97RL76NVD9ULR","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 21:59:34 GMT 2014","1","BatchId:1414012;","3600","28800","Mon Feb 17 21:59:34 GMT 2014","","","2A85R98D8J3V638G1OEYMG3MSHRVFU","A33LREXN26VIPD","Submitted","Mon Feb 10 22:06:19 GMT 2014","Mon Feb 10 22:17:32 GMT 2014","Mon Feb 10 22:17:32 PST 2014","","","","673","0% (0/0)","0% (0/0)","0% (0/0)","1_6_yzyi_v2","188899","","","","","","It was a very fun hit and I have no experience in music at all.","2","9","","1","1","No","N/A","No","No","N/A","No","Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2BXJ51Y7QEOZ7U2GA7JTWOFX0Q6FC3","28EFQ0ONNVRHTGTCI97RL76NVD9ULR","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 21:59:34 GMT 2014","1","BatchId:1414012;","3600","28800","Mon Feb 17 21:59:34 GMT 2014","","","2T0EBDPGFL6V4L8NIMED6IOVHPWI3H","A3SMTP08PPXDWA","Submitted","Mon Feb 10 23:12:53 GMT 2014","Mon Feb 10 23:26:17 GMT 2014","Mon Feb 10 23:26:17 PST 2014","","","","804","0% (0/0)","0% (0/0)","0% (0/0)","1_7_oztd_v2","347634","Guitar","","","","","","8","5","","4","9","Yes","Mary Had A Little Lamb","Yes","Yes","Fur Elise","Yes","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"2VYOOGQSCM6I26EGNDLU400OZXZGGE","28EFQ0ONNVRHTGTCI97RL76NVD9ULR","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 21:59:34 GMT 2014","1","BatchId:1414012;","3600","28800","Mon Feb 17 21:59:34 GMT 2014","","","28URCJK63ZVEVD3OTP9A09JLLOMX8I","A2OCP3UDPBH0ME","Submitted","Mon Feb 10 22:00:56 GMT 2014","Mon Feb 10 22:33:11 GMT 2014","Mon Feb 10 22:33:11 PST 2014","","","","1935","0% (0/0)","0% (0/0)","0% (0/0)","1_8_opmt_v2","164995","Saxophone","","","","","This was different from the usual MTurk task and interesting!","2","9","","1","1","No","","No","No","","No","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
"24VWIOV1S7SNV9543WUYNZ8NH49KZ9","28EFQ0ONNVRHTGTCI97RL76NVD9ULR","Learn how to play music on your computer keyboard. You do NOT need any experience with music to do this task.","We turn your keyboard into a musical instrument, by assigning notes to keys, and teach you how to play the instrument by having you play back notes. You do NOT need any experience with music to do this task. Takes 15 minutes.","music, piano, tutor, learn, practice, play, keyboard","$2.00","Mon Feb 10 21:59:34 GMT 2014","1","BatchId:1414012;","3600","28800","Mon Feb 17 21:59:34 GMT 2014","","","2P64EGDHDM25D4UXWUN6REZ64BNCMJ","A27PBC5O3Z5ZED","Submitted","Mon Feb 10 22:03:24 GMT 2014","Mon Feb 10 22:44:28 GMT 2014","Mon Feb 10 22:44:28 PST 2014","","","","2464","0% (0/0)","0% (0/0)","0% (0/0)","1_9_fbok_v2","491909","","","","","","I have no comments about this study.","2","9","","1","1","Yes","Mary Had A Little Lamb","No","No","","No","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
